央视频道,#genre#
武汉教育,http://111.178.106.107:9999/rtp/239.69.1.60:9994#http://119.98.88.186:4022/rtp/239.69.1.60:9994#http://171.41.254.81:8888/rtp/239.69.1.60:9994#http://27.25.77.223:4000/rtp/239.69.1.60:9994
湖北公共新闻,http://111.178.106.107:9999/rtp/239.69.1.40:9880#http://119.98.88.186:4022/rtp/239.69.1.40:9880#http://171.41.254.81:8888/rtp/239.69.1.40:9880#http://27.25.77.223:4000/rtp/239.69.1.40:9880
湖北垄上,http://111.178.106.107:9999/rtp/239.69.1.43:9898#http://119.98.88.186:4022/rtp/239.69.1.43:9898#http://171.41.254.81:8888/rtp/239.69.1.43:9898#http://27.25.77.223:4000/rtp/239.69.1.43:9898
湖北影视,http://111.178.106.107:9999/rtp/239.69.1.204:10866#http://119.98.88.186:4022/rtp/239.69.1.204:10866#http://171.41.254.81:8888/rtp/239.69.1.204:10866#http://27.25.77.223:4000/rtp/239.69.1.204:10866
湖北教育,http://111.178.106.107:9999/rtp/239.69.1.206:10878#http://119.98.88.186:4022/rtp/239.69.1.206:10878#http://171.41.254.81:8888/rtp/239.69.1.206:10878#http://27.25.77.223:4000/rtp/239.69.1.206:10878
湖北生活,http://111.178.106.107:9999/rtp/239.69.1.205:10872#http://119.98.88.186:4022/rtp/239.69.1.205:10872#http://171.41.254.81:8888/rtp/239.69.1.205:10872#http://27.25.77.223:4000/rtp/239.69.1.205:10872
湖北经视,http://111.178.106.107:9999/rtp/239.69.1.41:9886#http://119.98.88.186:4022/rtp/239.69.1.41:9886#http://171.41.254.81:8888/rtp/239.69.1.41:9886#http://27.25.77.223:4000/rtp/239.69.1.41:9886
湖北综合,http://111.178.106.107:9999/rtp/239.69.1.42:9892#http://119.98.88.186:4022/rtp/239.69.1.42:9892#http://171.41.254.81:8888/rtp/239.69.1.42:9892#http://27.25.77.223:4000/rtp/239.69.1.42:9892
茶频道,http://111.178.106.107:9999/rtp/239.69.1.144:10500#http://119.98.88.186:4022/rtp/239.69.1.144:10500#http://171.41.254.81:8888/rtp/239.69.1.144:10500#http://27.25.77.223:4000/rtp/239.69.1.144:10500
蔡甸综合,http://111.178.106.107:9999/rtp/239.69.1.245:11112#http://119.98.88.186:4022/rtp/239.69.1.245:11112#http://171.41.254.81:8888/rtp/239.69.1.245:11112#http://27.25.77.223:4000/rtp/239.69.1.245:11112
金鹰卡通,http://111.178.106.107:9999/rtp/239.69.1.248:11130#http://119.98.88.186:4022/rtp/239.69.1.248:11130#http://171.41.254.81:8888/rtp/239.69.1.248:11130#http://27.25.77.223:4000/rtp/239.69.1.248:11130
金鹰纪实,http://111.178.106.107:9999/rtp/239.69.1.109:10292#http://119.98.88.186:4022/rtp/239.69.1.109:10292#http://171.41.254.81:8888/rtp/239.69.1.109:10292#http://27.25.77.223:4000/rtp/239.69.1.109:10292
阳新综合,http://111.178.106.107:9999/rtp/239.69.1.34:9844#http://119.98.88.186:4022/rtp/239.69.1.34:9844#http://171.41.254.81:8888/rtp/239.69.1.34:9844#http://27.25.77.223:4000/rtp/239.69.1.34:9844

•央视「IPV6」,#genre#
CCTV1「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV15「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

•卫视「IPV6」,#genre#
湖南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
